"","X","FISHSET_ID","SET_NO","TRIP","DATE_TIME3","SOAKMINP3P1","DEPTH","LATITUDE","LONGITUDE","YEAR","STATION","STRATUM_ID","NAFAREA_ID","Vess_fact","NUM_HOOK_HAUL","total_other_species","total_target_species","broken_hook","empty_baited","empty_unbaited","other_species","target_species","missing_hook","total_sampled","avg_weight"
"315",315,100321147,20,"J19-0220B","2019-06-24 17:58:00",508,68,44.07783,-50.66317,2019,628,"H51","3NC",70,1000,102,11,0,198,46,51,5,0,300,31.5454545454545
"316",316,100321148,21,"J19-0220B","2019-06-24 20:01:00",603,67,44.06383,-50.738,2019,629,"H51","3NC",70,1000,100,2,0,202,43,54,1,0,300,28.5
"317",317,100321151,24,"J19-0220B","2019-06-25 16:38:00",424,81.5,43.8875,-51.51917,2019,640,"H51","3OE",70,1000,33,0,0,267,21,12,0,0,300,NA
"318",318,100321153,26,"J19-0220B","2019-06-25 20:06:00",556,80,43.757,-51.424,2019,643,"H51","3OE",70,1000,8,0,0,283,14,3,0,0,300,NA
"319",319,100321154,27,"J19-0220B","2019-06-25 21:54:00",620,79.5,43.66783,-51.3865,2019,644,"H51","3OE",70,1000,47,0,0,258,25,17,0,0,300,NA
"320",320,100321155,28,"J19-0220B","2019-06-26 14:02:00",360,125,43.5995,-51.85433,2019,645,"H51","3OE",70,1000,384,5,0,58,70,170,2,0,300,5.2
"321",321,100321540,5,"J19-0231A","2019-06-22 20:39:00",367,501,45.98017,-57.84617,2019,575,"H33","4VN",67,1000,7,1,5,65,220,4,1,5,300,18
"322",322,100321548,13,"J19-0231A","2019-06-24 18:35:00",507,144,45.97467,-58.68683,2019,565,"H32","4VN",67,1000,9,32,3,43,247,0,6,1,300,21.53125
"323",323,100321551,16,"J19-0231A","2019-06-25 19:15:00",483,140,45.88233,-59.06783,2019,557,"H31","4VN",67,1000,8,8,1,52,233,6,5,3,300,9.25
"324",324,100321552,17,"J19-0231A","2019-06-25 21:48:00",564,85.75,45.86183,-59.2955,2019,559,"H31","4VN",67,1000,7,0,0,92,206,1,0,1,300,NA
"325",325,100321553,18,"J19-0231A","2019-06-26 14:53:00",367,64.5,46.056,-59.402,2019,556,"H31","4VN",67,1000,6,0,4,35,259,1,0,1,300,NA
"326",326,100321555,20,"J19-0231A","2019-06-26 18:17:00",515,61.5,46.00683,-59.538,2019,558,"H31","4VN",67,1000,4,0,1,71,225,0,0,3,300,NA
"327",327,100321956,1,"J19-0300","2019-06-08 14:11:00",371,261,43.76667,-62.9475,2019,552,"H23","4WL",82,1000,44,0,0,59,228,13,0,0,300,NA
"328",328,100321960,5,"J19-0300","2019-06-10 14:07:00",366,81.75,43.64683,-62.53967,2019,537,"H21","4WL",82,1000,3,162,0,187,54,0,58,0,299,12.7469135802469
"329",329,100321962,7,"J19-0300","2019-06-11 14:07:00",367,135.5,44.064,-62.54983,2019,550,"H22","4WK",82,990,30,2,0,109,183,8,0,0,300,8
"330",330,100321963,8,"J19-0300","2019-06-11 17:39:00",526,161,44.09083,-62.4685,2019,549,"H22","4WK",82,980,19,1,0,110,182,7,1,0,300,8
"331",331,100321967,1,"J19-0306","2019-06-19 15:36:00",393,237.5,43.90633,-63.50683,2019,518,"H12","4XM",77,1000,74,0,0,32,242,26,0,0,300,NA
"332",332,100321968,2,"J19-0306","2019-06-19 20:29:00",517,164.25,44.11033,-63.59483,2019,517,"H12","4XM",77,1000,138,1,0,3,258,38,1,0,300,10
"333",333,100321969,3,"J19-0306","2019-06-20 16:05:00",414,93.25,44.22017,-63.45517,2019,504,"H11","4XM",77,1000,16,5,0,191,102,5,2,0,300,27.2
"334",334,100321970,4,"J19-0306","2019-06-20 18:56:00",510,160.5,44.189,-63.37267,2019,505,"H11","4XM",77,1000,20,17,0,15,273,9,3,0,300,10.7058823529412
"335",335,100321971,5,"J19-0306","2019-06-21 18:31:00",621,107.5,44.30917,-63.6795,2019,503,"H11","4XM",77,1000,7,19,1,41,252,1,5,0,300,13.7894736842105
"336",336,100321972,6,"J19-0306","2019-06-22 00:55:00",680,43.25,44.11367,-64.34067,2019,507,"H11","4XM",77,1000,7,7,0,253,41,3,2,1,300,19.8571428571429
"337",337,100321973,7,"J19-0306","2019-06-23 17:18:00",424,213,42.20283,-66.888,2019,527,"H12","5ZJ",77,1000,31,0,0,3,284,9,0,4,300,NA
"338",338,100321974,8,"J19-0306","2019-06-24 16:25:00",382,86.5,41.55583,-66.37133,2019,516,"H11","5ZM",77,990,248,0,0,4,222,73,0,1,300,NA
"339",339,100321975,9,"J19-0306","2019-06-25 18:13:00",512,101,42.082,-66.07083,2019,515,"H11","5ZJ",77,1000,138,22,0,2,240,55,3,0,300,19
"340",340,100322051,1,"J19-0302","2019-06-11 22:15:00",390,48,43.83883,-66.31083,2019,511,"H11","4XO",49,1000,8,24,0,28,260,1,11,0,300,9.54166666666667
"341",341,100322052,2,"J19-0302","2019-06-12 15:30:00",398,98.75,44.69667,-66.18033,2019,508,"H11","4XR",49,997,13,0,0,17,283,0,0,0,300,NA
"342",342,100322053,3,"J19-0302","2019-06-12 19:45:00",495,108.5,44.92667,-66.25667,2019,506,"H11","4XR",49,1000,20,0,1,20,272,7,0,0,300,NA
"343",343,100322054,4,"J19-0302","2019-06-13 16:35:00",437,58.25,45.2385,-65.50167,2019,502,"H11","4XS",49,997,12,0,20,65,200,4,0,11,300,NA
"344",344,100322055,5,"J19-0302","2019-06-13 21:45:00",542,53,45.21767,-64.78417,2019,501,"H11","4XR",49,1000,148,0,2,23,233,40,0,2,300,NA
"345",345,100322059,1,"J19-0305A","2019-06-18 17:15:00",470,168.25,42.89183,-63.62833,2019,522,"H12","4XN",56,1000,128,8,0,146,76,74,2,2,300,14.75
"346",346,100322060,2,"J19-0305A","2019-06-19 18:00:00",524,112.5,43.02933,-62.67983,2019,542,"H21","4WL",56,1000,137,27,0,108,138,46,8,0,300,9.11111111111111
"347",347,100322062,4,"J19-0305A","2019-06-20 15:30:00",390,113.25,43.05483,-62.43833,2019,541,"H21","4WL",56,1000,52,0,0,9,269,22,0,0,300,NA
"348",348,100322063,5,"J19-0305A","2019-06-20 18:32:00",507,107,43.09267,-62.52083,2019,540,"H21","4WL",56,1000,7,1,0,26,272,2,0,0,300,4
"349",349,100322065,7,"J19-0305A","2019-06-21 18:28:00",523,192.25,43.39317,-63.3575,2019,519,"H12","4XN",56,1000,30,0,0,211,82,6,0,0,299,NA
"350",350,100322067,2,"J19-0305B","2019-06-25 16:36:00",426,189.25,44.31567,-59.2935,2019,568,"H32","4VC",56,1000,3,20,0,33,261,0,6,0,300,8.9
"351",351,100322072,7,"J19-0305B","2019-06-26 20:49:00",553,175.25,43.9535,-58.8245,2019,569,"H32","4VC",56,1000,62,0,0,95,193,12,0,0,300,NA
"352",352,100322073,8,"J19-0305B","2019-06-27 16:50:00",465,71,44.54967,-58.90283,2019,563,"H31","4VC",56,1000,11,1,2,52,242,3,1,0,300,19
"353",353,100322074,9,"J19-0305B","2019-06-27 21:50:00",547,139,44.69267,-59.42883,2019,564,"H31","4VC",56,1000,0,8,0,97,202,0,1,0,300,27.625
"354",354,100322075,10,"J19-0305B","2019-06-28 15:56:00",386,84.5,45.20983,-58.78867,2019,560,"H31","4VB",56,1000,1,0,0,97,203,0,0,0,300,NA
"355",355,100322076,11,"J19-0305B","2019-06-28 19:35:00",498,84.5,45.16017,-58.58433,2019,561,"H31","4VB",56,997,0,0,1,42,257,0,0,0,300,NA
"356",356,100322077,12,"J19-0305B","2019-06-29 15:45:00",420,458,45.4025,-57.458,2019,576,"H33","4VB",56,993,26,10,0,206,84,5,5,0,300,21.9
"357",357,100322079,14,"J19-0305B","2019-06-30 18:20:00",500,179.25,45.42767,-59.48967,2019,567,"H32","4VB",56,1000,0,27,1,204,91,0,4,0,300,13.3333333333333
"358",358,100322080,15,"J19-0305B","2019-07-01 15:50:00",365,186.5,45.45683,-60.44983,2019,545,"H22","4WD",56,1000,0,6,1,212,83,0,4,0,300,34.8333333333333
"359",359,100322081,1,"J19-0307","2019-06-19 14:01:00",360,70.5,43.328,-65.42933,2019,512,"H11","4XO",69,1000,7,2,0,293,5,0,2,0,300,14
"360",360,100322083,3,"J19-0307","2019-06-20 14:04:00",361,121,43.11583,-65.43383,2019,513,"H11","4XO",69,1000,6,8,0,139,148,12,1,0,300,11.625
"361",361,100322087,7,"J19-0307","2019-06-22 14:30:00",386,83,42.69533,-65.96233,2019,514,"H11","4XN",69,1000,103,28,0,114,158,18,10,0,300,12.25
"362",362,100322262,2,"J19-0310B","2019-07-15 17:25:00",495,111,44.03233,-61.60317,2019,534,"H21","4WH",81,1008,13,2,0,3,352,5,0,0,360,8.5
"363",363,100322264,4,"J19-0310B","2019-07-16 18:47:00",527,165.5,44.21933,-62.032,2019,548,"H22","4WH",81,1020,200,0,0,18,325,16,0,0,359,NA
"364",364,100322265,1,"J19-0310A","2019-07-04 14:07:00",367,88.5,43.25283,-61.739,2019,538,"H21","4WJ",81,1020,56,24,0,69,269,17,5,0,360,8.75
"365",365,100322267,3,"J19-0310A","2019-07-05 14:55:00",415,110,43.81283,-61.98917,2019,539,"H21","4WJ",81,1020,7,3,0,0,358,1,1,0,360,6.33333333333333
"366",366,100322268,4,"J19-0310A","2019-07-05 20:30:00",544,60,43.66483,-61.4975,2019,536,"H21","4WF",81,1008,0,1,0,110,250,0,0,0,360,9
"367",367,100322269,5,"J19-0310A","2019-07-06 14:55:00",362,51.5,43.6905,-61.02433,2019,535,"H21","4WF",81,1008,1,2,0,162,195,1,1,1,360,22.5
"368",368,100322270,6,"J19-0310A","2019-07-07 14:50:00",405,79.5,44.387,-60.521,2019,530,"H21","4WE",81,1000,2,1,0,116,243,1,0,0,360,20
"369",369,100322271,7,"J19-0310A","2019-07-07 20:30:00",553,110,44.37167,-60.89417,2019,531,"H21","4WE",81,1020,2,2,0,120,238,2,0,0,360,19
"370",370,100322274,10,"J19-0310A","2019-07-09 14:15:00",367,62.5,45.17517,-61.23517,2019,533,"H21","4WD",81,1008,10,0,0,284,69,6,0,1,360,NA
"371",371,100322275,11,"J19-0310A","2019-07-10 14:03:00",363,150,44.65533,-61.69417,2019,546,"H22","4WH",81,1000,37,0,0,46,300,14,0,0,360,NA
"372",372,100322276,12,"J19-0310A","2019-07-10 18:30:00",494,158.5,44.5085,-61.89017,2019,547,"H22","4WH",81,1000,15,0,0,0,356,4,0,0,360,NA
"373",373,100322277,13,"J19-0310A","2019-07-11 14:00:00",360,112.5,44.60133,-62.52067,2019,532,"H21","4WK",81,1020,0,0,1,90,268,0,0,0,359,NA
"374",374,100322311,1,"J19-0218B","2019-05-26 20:10:00",652,99.5,46.9855,-60.37067,2019,554,"H31","4VN",6,996,11,4,0,101,135,4,0,0,240,12.75
"375",375,100322319,1,"J19-0239A","2019-07-17 14:30:00",387,NA,47.118,-59.7725,2019,574,"H33","4VN",6,998,33,0,0,33,258,9,0,0,300,NA
"376",376,100322320,2,"J19-0239A","2019-07-17 17:21:00",456,NA,47.28633,-59.58067,2019,572,"H33","4VN",6,997,3,0,0,98,201,1,0,0,300,NA
"377",377,100322321,3,"J19-0239A","2019-07-17 20:12:00",531,NA,47.4105,-59.7225,2019,571,"H33","4VN",6,999,10,0,0,26,271,3,0,0,300,NA
"378",378,100322324,3,"J19-0239B","2019-07-21 23:42:00",621,NA,47.03267,-59.235,2019,573,"H33","4VN",6,997,15,0,0,226,73,1,0,0,300,NA
"379",379,100322326,2,"J19-0239C","2019-07-25 21:30:00",540,NA,47.67533,-60.02483,2019,570,"H33","4VN",6,996,1024,0,0,37,137,125,0,0,299,NA
"380",380,100322349,3,"J19-0309","2019-06-28 14:20:00",363,151.75,43.33683,-60.8355,2019,551,"H22","4WJ",41,1000,186,0,0,137,120,43,0,0,300,NA
"381",381,100322351,5,"J19-0309","2019-06-29 14:24:00",380,531,43.2275,-61.1415,2019,652,"H23","4WJ",41,1000,211,24,0,74,191,22,11,0,298,27.4583333333333
"382",382,100322352,6,"J19-0309","2019-06-29 20:13:00",546,347.75,43.02183,-61.5705,2019,553,"H23","4WJ",41,1000,198,6,0,22,255,20,0,0,297,10.3333333333333
"383",383,100322353,7,"J19-0309","2019-06-30 16:32:00",421,119.75,43.0105,-62.90067,2019,543,"H21","4WL",41,1000,110,6,0,9,273,17,0,0,299,7.83333333333333
"384",384,100322354,8,"J19-0309","2019-06-30 18:53:00",512,130,42.97767,-62.86333,2019,544,"H21","4WL",41,1000,93,14,0,1,285,14,0,0,300,25.6428571428571
"385",385,100322359,1,"J19-0311","2019-07-11 16:35:00",417,188.75,44.23067,-66.81233,2019,521,"H12","4XR",49,997,98,0,0,1,274,22,0,3,300,NA
"386",386,100322360,2,"J19-0311","2019-07-12 15:46:00",416,215.5,43.54633,-67.14567,2019,524,"H12","4XR",49,999,109,0,0,1,232,66,0,1,300,NA
"387",387,100322361,3,"J19-0311","2019-07-12 21:30:00",545,229.25,43.32033,-67.55083,2019,525,"H12","4XQ",49,996,216,0,0,0,265,35,0,0,300,NA
"388",388,100322362,4,"J19-0311","2019-07-13 16:26:00",392,211.25,42.924,-66.99883,2019,526,"H12","4XQ",49,999,247,0,0,0,216,83,0,1,300,NA
"389",389,100322363,5,"J19-0311","2019-07-13 22:03:00",521,304,42.579,-67.0405,2019,529,"H13","4XP",49,996,25,0,0,27,259,14,0,0,300,NA
"390",390,100322364,6,"J19-0311","2019-07-14 15:06:00",391,261.75,42.61767,-67.3935,2019,651,"H13","4XP",49,997,129,0,0,27,213,60,0,0,300,NA
"391",391,100322376,12,"J19-0301A","2019-06-11 16:41:00",482,400.5,45.0495,-56.51033,2019,606,"H43","4VB",74,1000,6,8,1,89,193,8,5,4,300,13.75
"392",392,100322439,25,"J19-0301B","2019-07-01 14:02:00",361,148.5,45.99,-54.06167,2019,653,"H52","3OA",74,1000,0,0,0,270,27,0,0,3,300,NA
"393",393,100322442,28,"J19-0301B","2019-07-02 15:50:00",390,86.25,44.97467,-52.896,2019,635,"H51","3OD",74,1000,23,0,0,294,5,1,0,0,300,NA
"394",394,100322443,29,"J19-0301B","2019-07-02 20:14:00",479,97.5,44.69417,-53.03933,2019,642,"H51","3OC",74,1000,23,1,0,275,17,8,0,0,300,10
"395",395,100322475,26,"J19-0301C","2019-07-18 14:44:00",401,55.25,44.35183,-49.177,2019,614,"H51","3ND",74,1000,10,0,0,236,55,8,0,1,300,NA
"396",396,100322476,27,"J19-0301C","2019-07-18 18:36:00",524,47.75,44.20283,-49.394,2019,617,"H51","3ND",74,1000,6,0,0,267,29,4,0,0,300,NA
"397",397,100322477,28,"J19-0301C","2019-07-18 23:07:00",638,140,44.16083,-49.088,2019,647,"H52","3ND",74,1000,6,0,0,285,11,3,0,1,300,NA
"398",398,100322478,29,"J19-0301C","2019-07-19 15:20:00",440,71.5,43.97417,-49.19117,2019,619,"H51","3ND",74,1000,9,0,0,226,64,10,0,0,300,NA
"399",399,100322479,30,"J19-0301C","2019-07-19 20:52:00",559,406,43.61233,-49.28583,2019,648,"H53","3ND",74,1000,15,67,0,214,75,11,0,0,300,16.4179104477612
"400",400,100322480,31,"J19-0301C","2019-07-20 14:46:00",405,375.5,43.32917,-49.37933,2019,649,"H53","3ND",74,1000,48,47,1,203,91,0,1,3,299,21.2553191489362
"401",401,100322481,32,"J19-0301C","2019-07-20 20:40:00",583,59.5,43.27933,-49.82983,2019,634,"H51","3NF",74,1000,8,0,0,250,50,0,0,0,300,NA
"402",402,100322482,33,"J19-0301C","2019-07-21 16:04:00",482,71,43.26817,-50.4085,2019,638,"H51","3NE",74,1000,39,1,2,228,37,0,0,3,270,12
"403",403,100322483,34,"J19-0301C","2019-07-21 18:20:00",576,69.25,43.277,-50.34033,2019,637,"H51","3NE",74,1000,52,0,0,210,27,3,0,0,240,NA
"404",404,100322484,35,"J19-0301C","2019-07-21 23:17:00",662,61.25,43.68517,-50.33117,2019,632,"H51","3NE",74,1000,74,0,0,212,78,10,0,0,300,NA
"405",405,100322503,1,"S19-0705","2019-06-30 14:30:00",370,65.5,47.348,-55.90383,2019,579,"H41","3PS",22,1000,6,0,0,194,105,1,0,0,300,NA
"406",406,100322504,2,"S19-0705","2019-06-30 20:10:00",520,114.5,47.08767,-55.927,2019,581,"H41","3PS",22,1000,166,1,0,61,192,47,0,0,300,37
"407",407,100322505,3,"S19-0705","2019-07-03 15:00:00",360,208.5,47.27667,-55.46183,2019,591,"H42","3PS",22,1000,18,0,0,217,76,7,0,0,300,NA
"408",408,100322506,4,"S19-0705","2019-07-05 15:00:00",360,339.5,47.4275,-56.3735,2019,599,"H43","3PS",22,1000,32,7,0,72,214,11,3,0,300,32.4285714285714
"409",409,100322507,1,"S19-0707","2019-07-05 14:10:00",370,143.75,46.63183,-55.5495,2019,593,"H42","3PS",86,988,5,0,0,97,202,1,0,0,300,NA
"410",410,100322508,2,"S19-0707","2019-07-05 20:30:00",575,170,46.46033,-55.09683,2019,592,"H42","3PS",86,986,5,0,0,47,250,3,0,0,300,NA
"411",411,100322509,3,"S19-0707","2019-07-06 16:25:00",505,81.75,46.5715,-54.3115,2019,580,"H41","3PS",86,988,8,0,0,116,180,4,0,0,300,NA
"412",412,100322510,4,"S19-0707","2019-07-06 23:10:00",680,291.25,46.27217,-54.87017,2019,594,"H42","3PS",86,986,22,0,0,37,257,6,0,0,300,NA
"413",413,100322511,5,"S19-0707","2019-07-07 14:10:00",365,109.25,46.2405,-55.79367,2019,582,"H41","3PS",86,984,24,0,0,81,210,9,0,0,300,NA
"414",414,100322512,6,"S19-0707","2019-07-07 19:20:00",570,151.5,46.43633,-55.72583,2019,595,"H42","3PS",86,988,20,0,0,161,129,10,0,0,300,NA
"415",415,100322513,7,"S19-0707","2019-07-08 14:05:00",365,173.25,47.01867,-55.02333,2019,578,"H41","3PS",86,988,23,0,0,208,80,12,0,0,300,NA
"416",416,100322514,1,"S19-0708","2019-07-15 14:15:00",360,372,44.98383,-55.22417,2019,604,"H43","3PS",38,1000,47,0,0,83,203,14,0,0,300,NA
"417",417,100322515,2,"S19-0708","2019-07-16 14:05:00",360,46.5,45.4705,-54.846,2019,588,"H41","3PS",38,1000,14,0,0,62,231,7,0,0,300,NA
"418",418,100322516,3,"S19-0708","2019-07-17 14:00:00",360,38.25,45.91533,-55.69433,2019,587,"H41","3PS",38,1000,116,0,0,205,46,49,0,0,300,NA
"419",419,100322518,2,"S19-0709","2019-07-11 15:10:00",400,56.5,46.32917,-56.73383,2019,586,"H41","3PS",85,990,220,3,0,46,185,68,1,0,300,24.3333333333333
"420",420,100322519,3,"S19-0709","2019-07-12 14:15:00",365,58,46.61767,-57.315,2019,589,"H41","3PS",85,997,159,18,0,155,94,44,7,0,300,13.6111111111111
"421",421,100322520,4,"S19-0709","2019-07-15 14:10:00",365,63,45.79483,-56.66917,2019,590,"H41","3PS",85,1000,151,1,0,52,207,40,0,0,299,11
"422",422,100322584,1,"S19-0710","2019-07-16 16:30:00",400,103.25,45.75183,-53.7305,2019,626,"H51","3OA",84,998,7,0,0,12,284,4,0,0,300,NA
"423",423,100322585,2,"S19-0710","2019-07-16 21:25:00",520,74,45.473,-53.448,2019,631,"H51","3OA",84,999,151,6,0,9,231,56,3,1,300,16.5
"424",424,100322586,3,"S19-0710","2019-07-17 15:40:00",440,89,45.96717,-52.92583,2019,620,"H51","3OB",84,998,2,0,0,3,297,0,0,0,300,NA
"425",425,100322587,4,"S19-0710","2019-07-17 21:55:00",595,85,45.86733,-52.31483,2019,616,"H51","3OB",84,999,48,0,0,6,276,18,0,0,300,NA
"426",426,100322588,5,"S19-0710","2019-07-18 22:10:00",820,78.25,45.22083,-52.30983,2019,623,"H51","3OB",84,998,137,2,0,19,222,59,0,0,300,20.5
"427",427,100322589,6,"S19-0710","2019-07-18 17:15:00",365,69.5,45.08217,-51.9055,2019,621,"H51","3OB",84,999,110,4,0,9,247,43,1,0,300,11.5
"428",428,100322590,7,"S19-0710","2019-07-20 19:25:00",365,463,46.328,-57.98117,2019,603,"H43","3PS",84,999,10,1,0,13,284,3,0,0,300,8
"429",429,100323367,3,"J19-0236A","2019-07-05 18:15:00",420,95.5,46.734,-59.93833,2019,555,"H31","4VN",6,1000,2,2,0,222,145,1,2,0,370,9
"430",430,100334087,5,"J20-0203","2020-06-15 15:30:00",449,92.5,42.5225,-65.76383,2020,513,"H11","4XN",83,997,17,21,0,125,153,6,16,0,300,20.3333333333333
"431",431,100334092,10,"J20-0203","2020-06-17 14:02:00",359,156.5,42.90883,-65.74067,2020,524,"H12","4XN",83,993,159,0,0,69,162,69,0,0,300,NA
"432",432,100334285,1,"J20-0204","2020-06-13 14:20:00",379,154,44.33333,-67.1175,2020,517,"H12","5YB",34,997,14,0,0,8,288,4,0,0,300,NA
"433",433,100334288,4,"J20-0204","2020-06-14 14:48:00",388,128.25,44.479,-66.247,2020,501,"H11","4XR",34,997,0,0,0,3,297,0,0,0,300,NA
"434",434,100334291,7,"J20-0204","2020-06-15 15:37:00",456,65,43.82483,-66.464,2020,508,"H11","4XQ",34,1003,1,6,1,76,223,0,0,0,300,17.1666666666667
"435",435,100334292,8,"J20-0204","2020-06-15 19:47:00",587,46.5,44.02017,-66.30767,2020,506,"H11","4XR",34,1003,5,5,0,7,291,2,0,0,300,7.8
"436",436,100334293,9,"J20-0204","2020-06-15 23:05:00",684,50.5,44.21783,-66.31117,2020,503,"H11","4XR",34,1007,0,2,1,10,288,0,1,0,300,14
"437",437,100334294,10,"J20-0204","2020-06-16 16:28:00",508,55.75,43.75867,-66.272,2020,509,"H11","4XQ",34,1013,7,2,0,4,291,4,1,0,300,23
"438",438,100334295,11,"J20-0204","2020-06-16 21:23:00",611,101.75,43.532,-66.61417,2020,510,"H11","4XQ",34,1003,59,1,0,3,261,36,0,0,300,18
"439",439,100334296,12,"J20-0204","2020-06-17 14:50:00",390,178,43.65683,-67.255,2020,523,"H12","4XQ",34,1000,56,0,0,23,263,13,0,0,299,NA
"440",440,100334297,13,"J20-0204","2020-06-17 18:48:00",528,188,43.78633,-67.2785,2020,522,"H12","4XQ",34,990,28,0,0,11,279,8,0,2,300,NA
"441",441,100334298,14,"J20-0204","2020-06-17 22:00:00",630,151.75,43.85633,-67.13117,2020,520,"H12","5YB",34,997,3,0,0,14,285,1,0,0,300,NA
"442",442,100334299,15,"J20-0204","2020-06-18 14:50:00",410,56.5,43.37967,-66.37933,2020,511,"H11","4XQ",34,1007,42,3,0,37,254,5,3,1,300,17
"443",443,100334967,3,"J20-0201","2020-06-14 14:00:00",360,100,43.18417,-62.43783,2020,544,"H21","4WL",82,1000,40,23,0,211,56,28,5,0,300,12.7391304347826
"444",444,100334973,9,"J20-0201","2020-06-17 14:00:00",360,166.5,44.45267,-61.86767,2020,547,"H22","4WH",82,1000,46,2,0,72,101,6,0,1,180,6.5
"445",445,100334974,10,"J20-0201","2020-06-17 17:40:00",529,182.75,44.37217,-61.986,2020,548,"H22","4WH",82,1000,119,1,1,88,179,31,0,1,300,12
"446",446,100334975,11,"J20-0201","2020-06-18 14:00:00",360,125,44.13517,-62.08217,2020,540,"H21","4WH",82,1000,0,0,0,36,264,0,0,0,300,NA
"447",447,100334978,3,"J20-0202","2020-06-14 14:11:00",361,132,43.42567,-60.54667,2020,551,"H22","4WJ",41,1000,75,0,0,39,234,26,0,1,300,NA
"448",448,100334980,5,"J20-0202","2020-06-15 15:31:00",436,101,43.1815,-61.4555,2020,542,"H21","4WJ",41,1000,57,1,0,33,248,19,0,0,300,7
"449",449,100334981,6,"J20-0202","2020-06-15 19:00:00",579,86,43.2035,-61.60567,2020,543,"H21","4WJ",41,1000,95,0,0,136,138,26,0,0,300,NA
"450",450,100334982,7,"J20-0202","2020-06-16 14:32:00",377,727,42.88667,-61.94433,2020,552,"H23","4WJ",41,1000,17,3,0,90,203,5,0,2,300,13.6666666666667
"451",451,100334983,8,"J20-0202","2020-06-16 19:05:00",540,635.5,42.879,-62.23083,2020,553,"H23","4WJ",41,1000,36,28,0,81,203,11,1,4,300,17
"452",452,100334988,1,"J20-0205","2020-06-12 18:54:00",451,148,42.90517,-66.08967,2020,525,"H12","4XO",77,997,200,0,0,54,186,56,0,4,300,NA
"453",453,100334989,2,"J20-0205","2020-06-13 18:43:00",486,196.25,43.14533,-67.286,2020,526,"H12","4XQ",77,1000,187,0,0,7,223,70,0,0,300,NA
"454",454,100334990,3,"J20-0205","2020-06-14 18:03:00",442,213,42.618,-66.80733,2020,527,"H12","4XP",77,1000,183,0,0,6,238,54,0,2,300,NA
"455",455,100334991,4,"J20-0205","2020-06-14 22:52:00",540,271,42.65067,-67.30083,2020,651,"H13","4XP",77,1000,205,0,0,18,211,70,0,1,300,NA
"456",456,100334992,5,"J20-0205","2020-06-15 17:38:00",463,292,42.32733,-67.17783,2020,528,"H13","5ZJ",77,1000,226,0,0,8,218,71,0,3,300,NA
"457",457,100334993,6,"J20-0205","2020-06-15 23:30:00",610,69.5,42.05117,-66.87467,2020,514,"H11","5ZJ",77,1000,255,0,0,32,194,74,0,0,300,NA
"458",458,100334994,7,"J20-0205","2020-06-16 18:16:00",482,78.25,41.884,-66.50967,2020,515,"H11","5ZJ",77,1000,38,10,0,56,228,12,1,3,300,38.6
"459",459,100334995,8,"J20-0205","2020-06-17 00:28:00",621,91.5,41.47233,-66.34633,2020,516,"H11","5ZM",77,1000,88,0,0,9,260,30,0,1,300,NA
"460",460,100334996,9,"J20-0205","2020-06-17 19:34:00",502,534.25,41.76633,-65.73067,2020,529,"H13","5ZM",77,1000,93,4,0,58,208,33,0,1,300,32.25
"461",461,100334997,10,"J20-0205","2020-06-18 17:20:00",414,121.5,42.405,-65.1615,2020,512,"H11","4XN",77,1000,185,2,0,5,225,68,0,2,300,9
"462",462,100334998,11,"J20-0205","2020-06-19 18:16:00",474,173,42.89,-63.54867,2020,519,"H12","4XN",77,1000,98,6,0,181,83,33,1,2,300,10.8333333333333
"463",463,100334999,12,"J20-0205","2020-06-19 22:15:00",589,158.5,42.93567,-63.384,2020,518,"H12","4XN",77,1000,186,5,0,141,104,53,0,2,300,13
"464",464,100335016,2,"J20-0256","2020-07-06 17:00:00",476,380.75,45.70183,-57.91083,2020,575,"H33","4VN",67,1000,1,5,2,124,173,1,0,0,300,14.6
"465",465,100335017,3,"J20-0256","2020-07-07 16:00:00",475,408.75,46.50467,-58.71917,2020,572,"H33","4VN",67,1000,42,36,3,85,191,8,13,0,300,18.8611111111111
"466",466,100335018,4,"J20-0256","2020-07-07 21:30:00",597,153,46.00767,-58.76933,2020,566,"H32","4VN",67,1000,2,10,1,67,231,1,0,0,300,20.6
"467",467,100335019,5,"J20-0256","2020-07-08 14:52:00",405,88.25,46.01617,-59.0875,2020,557,"H31","4VN",67,1000,1,1,4,126,169,1,0,0,300,48
"468",468,100335020,6,"J20-0256","2020-07-08 19:10:00",488,124,45.7685,-59.58883,2020,558,"H31","4VN",67,1000,0,4,5,158,137,0,0,0,300,21
"469",469,100335021,1,"J20-0207","2020-06-24 14:27:00",380,288,44.1625,-59.16233,2020,652,"H23","4WG",56,1000,8,2,0,71,226,3,0,0,300,13
"470",470,100335023,3,"J20-0207","2020-06-24 20:39:00",592,257,44.06383,-59.13017,2020,545,"H22","4WG",56,1000,9,23,0,47,250,3,0,0,300,12.3478260869565
"471",471,100335024,4,"J20-0207","2020-06-25 17:38:00",405,168,44.652,-59.3465,2020,564,"H31","4VS",56,1000,3,2,0,71,228,0,0,1,300,16.5
"472",472,100335025,5,"J20-0207","2020-06-26 16:05:00",401,87,44.68283,-58.6005,2020,561,"H31","4VS",56,1000,1,0,0,228,71,1,0,0,300,NA
