"","X","FISHSET_ID","SET_NO","TRIP","DATE_TIME3","SOAKMINP3P1","DEPTH","LATITUDE","LONGITUDE","YEAR","STATION","STRATUM_ID","NAFAREA_ID","Vess_fact","NUM_HOOK_HAUL","total_other_species","total_target_species","avg_weight"
"2179",2179,100143747,2,"J08-0303C","2008-07-05 19:05:00",560,429.5,46.42733,-58.615,2008,185,"2","4VN",6,990,7,3,40.6666666666667
"2180",2180,100143748,3,"J08-0303C","2008-07-05 22:30:00",665,354.5,46.214,-58.584,2008,190,"3","4VN",6,990,17,3,17.3333333333333
"2181",2181,100143749,4,"J08-0303C","2008-07-06 00:45:00",765,317.75,46.16433,-58.6325,2008,189,"3","4VN",6,990,29,1,48
"2182",2182,100143750,5,"J08-0303C","2008-07-06 14:05:00",360,350,46.45817,-59.03383,2008,317,"1","4VN",6,990,13,0,NA
"2183",2183,100143751,6,"J08-0303C","2008-07-06 19:40:00",650,252,46.43,-59.12633,2008,287,"3","4VN",6,990,21,1,3
"2184",2184,100143752,7,"J08-0303C","2008-07-06 22:24:00",742,267.5,46.49533,-59.26017,2008,318,"1","4VN",6,990,44,0,NA
"2185",2185,100143753,8,"J08-0303C","2008-07-07 01:15:00",835,122.5,46.5385,-59.45783,2008,319,"1","4VN",6,990,43,2,2
"2186",2186,100143754,9,"J08-0303C","2008-07-07 05:20:00",718,418.5,46.64117,-59.14317,2008,288,"3","4VN",6,990,25,0,NA
"2187",2187,100143755,1,"J08-0303D","2008-07-12 16:45:00",516,129.5,46.1735,-58.89983,2008,187,"2","4VN",6,990,55,7,6
"2188",2188,100143756,2,"J08-0303D","2008-07-12 19:55:00",610,73,46.0255,-59.13933,2008,180,"1","4VN",6,990,25,0,NA
"2189",2189,100143757,3,"J08-0303D","2008-07-12 23:55:00",700,64.5,45.90433,-59.6005,2008,183,"1","4VN",6,990,3,0,NA
"2190",2190,100143758,4,"J08-0303D","2008-07-13 02:35:00",793,55.5,46.02883,-59.50217,2008,182,"1","4VN",6,990,4,0,NA
"2191",2191,100143759,5,"J08-0303D","2008-07-13 16:00:00",478,68.5,46.33317,-59.7535,2008,188,"2","4VN",6,990,1,0,NA
"2192",2192,100143760,6,"J08-0303D","2008-07-13 18:05:00",565,58,46.41167,-59.81783,2008,184,"1","4VN",6,990,4,0,NA
"2193",2193,100143761,7,"J08-0303D","2008-07-13 20:35:00",633,93,46.44717,-60.06567,2008,181,"1","4VN",6,990,1,0,NA
"2194",2194,100143762,8,"J08-0303D","2008-07-13 23:50:00",700,144.5,46.7645,-60.04783,2008,313,"2","4VN",6,990,4,2,9
"2195",2195,100144112,1,"J08-0213","2008-07-09 16:29:00",378,266.25,42.29033,-66.51917,2008,378,"1","5ZJ",64,750,39,0,NA
"2196",2196,100144113,2,"J08-0213","2008-07-09 18:07:00",463,259.5,42.278,-66.51917,2008,379,"1","5ZJ",64,750,24,0,NA
"2197",2197,100144114,3,"J08-0213","2008-07-09 22:13:00",649,267,42.28867,-66.53933,2008,380,"1","5ZJ",64,750,9,0,NA
"2198",2198,100144115,4,"J08-0213","2008-07-09 20:21:00",520,258.25,42.27267,-66.502,2008,381,"2","5ZJ",64,750,87,0,NA
"2199",2199,100144116,5,"J08-0213","2008-07-10 01:00:00",NA,229.5,42.12833,-65.98083,2008,382,"2","5ZJ",64,750,5,0,NA
"2200",2200,100144117,6,"J08-0213","2008-07-10 16:33:00",636,204,42.1435,-66.01533,2008,383,"2","5ZJ",64,750,7,3,20.3333333333333
"2201",2201,100144189,78,"J08-0213","2008-07-20 14:07:00",106,153.75,41.93633,-65.81717,2008,387,"3","5ZJ",64,1000,0,0,NA
"2202",2202,100144190,79,"J08-0213","2008-07-20 21:51:00",542,144.75,41.917,-65.855,2008,386,"3","5ZJ",64,1000,7,3,19.6666666666667
"2203",2203,100144191,80,"J08-0213","2008-07-20 23:36:00",617,128.5,41.92083,-65.86533,2008,384,"3","5ZJ",64,1000,10,3,10.3333333333333
"2204",2204,100144193,82,"J08-0213","2008-07-20 20:45:00",398,148.75,41.9305,-65.86383,2008,385,"3","5ZJ",64,1000,16,2,13
"2205",2205,100158658,1,"J09-0235","2009-05-22 12:25:00",496,98.75,45.22517,-59.49467,2009,64,"1","4VB",27,1040,0,1,19
"2206",2206,100158659,2,"J09-0235","2009-05-22 14:25:00",574,93.5,45.20933,-59.36617,2009,173,"3","4VB",27,1040,1,0,NA
"2207",2207,100158660,3,"J09-0235","2009-05-22 16:55:00",618,91.25,45.32617,-59.09167,2009,71,"1","4VB",27,1040,0,0,NA
"2208",2208,100158661,4,"J09-0235","2009-05-22 18:40:00",675,79.5,45.36367,-58.95183,2009,63,"1","4VB",27,1040,1,0,NA
"2209",2209,100158662,5,"J09-0235","2009-05-23 12:57:00",334,429.5,44.85167,-57.139,2009,152,"3","4VC",27,1040,43,1,11
"2210",2210,100158666,9,"J09-0235","2009-05-23 22:19:00",767,421.5,44.69333,-57.03033,2009,137,"3","4VC",27,1040,37,8,17.75
"2211",2211,100158667,10,"J09-0235","2009-05-24 13:07:00",339,385,44.58083,-56.66433,2009,147,"3","4VC",27,1040,66,9,12.3333333333333
"2212",2212,100158668,11,"J09-0235","2009-05-24 15:30:00",453,392,44.61617,-56.71383,2009,128,"3","4VC",27,1040,28,2,10.5
"2213",2213,100158669,12,"J09-0235","2009-05-24 17:24:00",544,403.75,44.61567,-56.78933,2009,161,"3","4VC",27,1040,30,6,15.1666666666667
"2214",2214,100158670,13,"J09-0235","2009-05-24 19:36:00",644,405.75,44.6455,-56.80217,2009,165,"3","4VC",27,1040,1,16,13.5
"2215",2215,100158671,14,"J09-0235","2009-05-24 21:46:00",740,407.5,44.71117,-56.743,2009,150,"3","4VC",27,1040,37,5,21
"2216",2216,100158682,25,"J09-0235","2009-05-27 15:30:00",501,391,44.62767,-56.6355,2009,72,"3","4VC",27,1040,34,3,18.6666666666667
"2217",2217,100158683,26,"J09-0235","2009-05-27 13:15:00",334,385,44.61267,-56.55433,2009,179,"3","4VC",27,1040,77,2,34.5
"2218",2218,100158725,1,"J09-0238","2009-05-23 15:13:00",363,241.75,47.284,-60.2695,2009,316,"2","4VN",6,1085,109,104,6.66346153846154
"2219",2219,100158726,2,"J09-0238","2009-05-23 18:30:00",507,188.75,47.2145,-60.20283,2009,315,"2","4VN",6,1085,17,38,6.26315789473684
"2220",2220,100158727,3,"J09-0238","2009-05-23 21:20:00",492,220,47.13467,-60.17733,2009,324,"2","4VN",6,1085,56,56,5.60714285714286
"2221",2221,100158728,4,"J09-0238","2009-05-24 00:10:00",613,310.25,47.09833,-60.03283,2009,323,"2","4VN",6,1085,135,2,5.5
"2222",2222,100158729,5,"J09-0238","2009-05-24 15:24:00",379,211,46.96767,-60.0295,2009,322,"2","4VN",6,1085,14,6,4.5
"2223",2223,100158730,6,"J09-0238","2009-05-24 18:14:00",489,201.5,46.886,-59.90567,2009,321,"2","4VN",6,1085,33,4,11.25
"2224",2224,100158731,7,"J09-0238","2009-05-24 20:30:00",570,176.5,46.81367,-59.82733,2009,320,"2","4VN",6,1085,32,9,7.88888888888889
"2225",2225,100158732,1,"J09-0301","2009-06-03 15:20:00",380,181,43.66417,-64.323,2009,19,"1","4XN",17,1000,110,6,6.33333333333333
"2226",2226,100158733,2,"J09-0301","2009-06-03 17:40:00",485,131.5,43.68583,-64.42533,2009,59,"2","4XO",17,1000,51,19,7.63157894736842
"2227",2227,100158734,3,"J09-0301","2009-06-03 20:20:00",560,130,43.53267,-64.4265,2009,31,"1","4XO",17,1000,52,8,8.75
"2228",2228,100158735,4,"J09-0301","2009-06-03 23:35:00",635,75,43.5105,-64.71033,2009,42,"2","4XO",17,1000,26,0,NA
"2229",2229,100158736,5,"J09-0301","2009-06-04 17:30:00",435,118,43.31333,-64.6195,2009,3,"1","4XO",17,1000,45,7,7.57142857142857
"2230",2230,100158737,6,"J09-0301","2009-06-04 20:40:00",535,112.5,43.27117,-64.81833,2009,15,"1","4XO",17,1000,27,8,8.375
"2231",2231,100158738,7,"J09-0301","2009-06-04 22:55:00",625,124.25,43.19417,-64.84917,2009,33,"2","4XO",17,1000,23,14,7.14285714285714
"2232",2232,100158739,8,"J09-0301","2009-06-05 16:30:00",390,138.25,43.07133,-65.262,2009,36,"2","4XO",17,1000,36,5,9.4
"2233",2233,100158740,9,"J09-0301","2009-06-05 18:50:00",485,140,43.12817,-65.17983,2009,49,"2","4XO",17,1000,22,4,12.75
"2234",2234,100158741,10,"J09-0301","2009-06-05 20:45:00",570,128.5,43.135,-65.2425,2009,37,"2","4XO",17,1000,30,5,11.6
"2235",2235,100158742,11,"J09-0301","2009-06-05 23:25:00",630,71.25,43.19517,-65.5025,2009,18,"1","4XO",17,1000,28,4,16
"2236",2236,100158743,1,"J09-0303","2009-06-05 17:23:00",493,86.75,43.65967,-66.47167,2009,373,"1","4XQ",56,500,2,7,9.14285714285714
"2237",2237,100158745,3,"J09-0303","2009-06-05 21:00:00",654,80.5,43.75633,-66.39267,2009,298,"1","4XQ",56,500,2,16,11.125
"2238",2238,100158747,5,"J09-0303","2009-06-06 14:30:00",374,132,43.65433,-66.90983,2009,297,"1","4XQ",56,600,130,0,NA
"2239",2239,100158748,6,"J09-0303","2009-06-06 15:49:00",430,151.25,43.62833,-66.93233,2009,372,"1","4XQ",56,600,135,0,NA
"2240",2240,100158749,7,"J09-0303","2009-06-06 19:00:00",466,200.75,43.34133,-66.89883,2009,265,"1","4XQ",56,600,172,0,NA
"2241",2241,100158750,8,"J09-0303","2009-06-07 14:20:00",377,218.25,42.85383,-67.045,2009,279,"2","4XP",56,600,152,0,NA
"2242",2242,100158751,9,"J09-0303","2009-06-07 15:52:00",424,219.25,42.91667,-67.035,2009,272,"1","4XP",56,600,144,0,NA
"2243",2243,100158752,10,"J09-0303","2009-06-07 17:35:00",474,176.25,43.01933,-67.03233,2009,273,"1","4XQ",56,600,188,0,NA
"2244",2244,100158753,11,"J09-0303","2009-06-07 19:22:00",502,152.25,43.048,-66.87317,2009,275,"1","4XQ",56,600,202,0,NA
"2245",2245,100158754,12,"J09-0303","2009-06-08 15:10:00",361,114.75,43.16633,-66.61367,2009,277,"2","4XQ",56,500,215,0,NA
"2246",2246,100158756,14,"J09-0303","2009-06-08 19:12:00",458,84.25,43.33167,-66.5205,2009,274,"1","4XQ",56,500,1,3,6.33333333333333
"2247",2247,100158758,16,"J09-0303","2009-06-09 15:32:00",357,60.75,43.30117,-66.19767,2009,278,"2","4XQ",56,500,1,1,8
"2248",2248,100158760,1,"J09-0304","2009-06-08 15:18:00",378,748.75,42.83433,-61.79017,2009,178,"3","4WJ",25,1000,48,0,NA
"2249",2249,100158761,2,"J09-0304","2009-06-08 17:35:00",455,386.25,42.95133,-61.83817,2009,167,"3","4WJ",25,1000,54,1,7
"2250",2250,100158762,3,"J09-0304","2009-06-08 20:30:00",540,104.75,43.08767,-61.74367,2009,156,"3","4WJ",25,1000,59,0,NA
"2251",2251,100158763,4,"J09-0304","2009-06-09 17:45:00",525,80,43.3795,-61.42967,2009,93,"2","4WJ",25,1000,28,1,11
"2252",2252,100158764,5,"J09-0304","2009-06-09 16:30:00",435,82.75,43.39817,-61.43283,2009,79,"2","4WJ",25,1000,45,1,7
"2253",2253,100158765,6,"J09-0304","2009-06-09 19:27:00",571,81.5,43.4585,-61.42317,2009,100,"2","4WJ",25,1000,44,1,7
"2254",2254,100158766,7,"J09-0304","2009-06-09 23:51:00",654,88.25,43.54183,-61.95783,2009,126,"3","4WJ",25,1000,12,6,13.5
"2255",2255,100158767,8,"J09-0304","2009-06-10 15:47:00",407,145.5,44.185,-61.34217,2009,11,"1","4WH",25,1000,16,9,8.77777777777778
"2256",2256,100158768,9,"J09-0304","2009-06-10 18:48:00",468,104,44.05133,-61.615,2009,153,"3","4WH",25,1000,53,8,8.25
"2257",2257,100158769,10,"J09-0304","2009-06-10 20:35:00",530,108,44.01733,-61.71667,2009,162,"3","4WH",25,1000,21,3,9.33333333333333
"2258",2258,100158770,11,"J09-0304","2009-06-10 22:41:00",564,110.75,44.14867,-61.75267,2009,91,"2","4WH",25,1000,38,1,10
"2259",2259,100158771,12,"J09-0304","2009-06-11 15:00:00",360,114,44.18217,-62.48417,2009,23,"1","4WH",25,1000,47,1,10
"2260",2260,100158772,13,"J09-0304","2009-06-11 17:10:00",405,122,44.12,-62.55233,2009,155,"3","4WK",25,1000,30,1,5
"2261",2261,100158773,14,"J09-0304","2009-06-11 19:10:00",434,151.75,44.15233,-62.45633,2009,145,"3","4WK",25,1000,46,3,6.33333333333333
"2262",2262,100158774,15,"J09-0304","2009-06-12 15:00:00",360,112.75,43.90667,-62.15633,2009,140,"3","4WH",25,1000,42,12,5.5
"2263",2263,100158775,16,"J09-0304","2009-06-12 18:01:00",417,103.5,43.717,-62.1835,2009,101,"2","4WL",25,1000,25,4,8.25
"2264",2264,100158777,2,"J09-0316","2009-07-01 18:19:00",585,89.5,42.62483,-65.62167,2009,12,"1","4XP",48,1200,30,28,9.67857142857143
"2265",2265,100158791,1,"J09-0411","2009-06-15 13:50:00",346,369.25,43.414,-60.43717,2009,124,"3","4WG",68,1000,51,10,10.8
"2266",2266,100158792,2,"J09-0411","2009-06-15 16:16:00",426,385.25,43.383,-60.5405,2009,74,"2","4WG",68,1000,21,6,11.6666666666667
"2267",2267,100158793,3,"J09-0411","2009-06-15 19:00:00",524,386.25,43.32433,-60.73733,2009,73,"2","4WJ",68,1000,43,2,18
"2268",2268,100158794,4,"J09-0411","2009-06-16 15:17:00",441,106.25,43.198,-62.69783,2009,312,"2","4WL",68,1000,37,42,9.97619047619048
"2269",2269,100158795,5,"J09-0411","2009-06-16 19:02:00",541,100.5,43.46217,-62.70383,2009,170,"3","4WL",68,1000,50,20,8.55
"2270",2270,100158796,6,"J09-0411","2009-06-16 22:53:00",637,125.5,43.27267,-63.0885,2009,92,"2","4WL",68,1000,28,2,7
"2271",2271,100158897,1,"J09-0302","2009-06-04 14:03:00",363,64.25,44.13917,-60.59083,2009,169,"3","4WF",58,1000,3,0,NA
"2272",2272,100158898,2,"J09-0302","2009-06-04 15:59:00",457,69.5,44.13933,-60.52767,2009,125,"3","4WF",58,1000,3,0,NA
"2273",2273,100158899,3,"J09-0302","2009-06-04 18:37:00",541,200,44.17933,-60.31083,2009,151,"3","4WE",58,1000,6,5,11.4
"2274",2274,100158900,4,"J09-0302","2009-06-05 14:02:00",360,63.5,44.33517,-58.41217,2009,84,"2","4VC",58,1000,98,0,NA
"2275",2275,100158901,5,"J09-0302","2009-06-05 16:50:00",456,109,44.2635,-58.23017,2009,168,"3","4VC",58,1000,28,14,5
"2276",2276,100158902,6,"J09-0302","2009-06-05 19:18:00",558,302.25,44.23183,-58.124,2009,160,"3","4VC",58,1000,33,50,6.04
"2277",2277,100158925,29,"J09-0302","2009-06-10 14:18:00",378,286,44.33733,-57.57517,2009,98,"2","4VC",58,1000,99,20,6.2
"2278",2278,100158926,30,"J09-0302","2009-06-10 17:48:00",476,246.25,44.27283,-57.88767,2009,176,"3","4VC",58,1000,122,23,8.65217391304348
"2279",2279,100158927,31,"J09-0302","2009-06-11 14:10:00",370,306.5,44.17933,-58.425,2009,138,"3","4VC",58,1000,19,33,8.57575757575758
"2280",2280,100158928,32,"J09-0302","2009-06-11 18:13:00",512,614.25,43.98267,-58.53533,2009,130,"3","4VC",58,1000,30,21,14.4761904761905
"2281",2281,100158940,44,"J09-0302","2009-06-14 18:43:00",568,198,44.56467,-60.24433,2009,89,"2","4WE",58,1400,5,29,10.2413793103448
"2282",2282,100158942,46,"J09-0302","2009-06-15 14:08:00",368,155.5,44.82483,-61.28833,2009,68,"1","4WE",58,1000,4,4,14.5
"2283",2283,100158943,47,"J09-0302","2009-06-15 17:10:00",481,197.75,44.86067,-61.09883,2009,377,"1","4WD",58,1000,24,1,21
"2284",2284,100158944,48,"J09-0302","2009-06-15 19:17:00",577,183.75,44.893,-61.0585,2009,67,"1","4WD",58,1000,9,2,39.5
"2285",2285,100158950,54,"J09-0302","2009-06-18 02:50:00",835,323.25,44.45367,-57.2415,2009,284,"3","4VC",58,900,36,35,9
"2286",2286,100158951,55,"J09-0302","2009-06-18 15:03:00",443,324,44.40567,-57.37583,2009,285,"3","4VC",58,900,31,16,16.125
"2287",2287,100158968,72,"J09-0302","2009-06-21 14:29:00",364,209,44.799,-59.60133,2009,95,"2","4VC",58,1000,22,2,25.5
"2288",2288,100158969,73,"J09-0302","2009-06-21 16:50:00",478,228.25,44.82217,-59.6725,2009,148,"3","4VC",58,1000,20,4,46.75
"2289",2289,100158970,74,"J09-0302","2009-06-21 19:50:00",569,211.5,44.819,-59.9185,2009,164,"3","4VC",58,1000,4,12,11.0833333333333
"2290",2290,100158971,75,"J09-0302","2009-06-22 14:02:00",362,103.5,44.55633,-60.98717,2009,90,"2","4WE",58,1000,6,5,32.8
"2291",2291,100158972,76,"J09-0302","2009-06-22 16:24:00",462,142.75,44.6235,-60.98983,2009,86,"2","4WE",58,1000,6,13,20.0769230769231
"2292",2292,100158973,77,"J09-0302","2009-06-22 18:57:00",572,133,44.64017,-60.9285,2009,99,"2","4WE",58,1000,5,1,17
"2293",2293,100158975,2,"J09-0317","2009-07-14 18:00:00",452,102.5,42.46917,-65.79783,2009,2,"1","4XP",17,990,88,0,NA
"2294",2294,100158976,3,"J09-0317","2009-07-14 21:41:00",571,118.5,42.56783,-66.04167,2009,9,"1","4XP",17,975,24,0,NA
"2295",2295,100158977,4,"J09-0317","2009-07-15 15:28:00",361,94.5,42.79133,-65.87817,2009,20,"1","4XP",17,975,29,10,6.6
"2296",2296,100158978,1,"J09-0406A","2009-06-11 13:19:00",366,452.25,44.3635,-53.16933,2009,204,"2","3OC",27,1040,82,5,14.2
"2297",2297,100158979,2,"J09-0406A","2009-06-11 15:53:00",459,126,44.45567,-53.096,2009,215,"3","3OC",27,1040,36,3,13
"2298",2298,100158980,3,"J09-0406A","2009-06-11 17:52:00",531,165,44.40817,-52.97,2009,222,"2","3OD",27,1040,80,0,NA
"2299",2299,100158981,4,"J09-0406A","2009-06-11 20:36:00",590,100.5,44.33717,-52.66233,2009,205,"2","3OD",27,1040,129,0,NA
"2300",2300,100158982,5,"J09-0406A","2009-06-12 12:02:00",480,99,43.96933,-52.15117,2009,201,"1","3OE",27,1040,261,1,10
"2301",2301,100158983,6,"J09-0406A","2009-06-12 15:47:00",580,485,43.715,-52.33983,2009,211,"3","3OE",27,1040,54,2,9
"2302",2302,100158984,7,"J09-0406A","2009-06-12 18:28:00",670,378.75,43.69133,-52.16,2009,231,"3","3OE",27,1040,125,4,15.25
"2303",2303,100158985,8,"J09-0406A","2009-06-12 20:54:00",764,470.25,43.59317,-52.1235,2009,229,"3","3OE",27,1040,238,11,38.7272727272727
"2304",2304,100159035,58,"J09-0406A","2009-06-22 20:50:00",673,57,44.477,-50.245,2009,212,"3","3NC",27,1040,81,5,27.2
"2305",2305,100159036,59,"J09-0406A","2009-06-22 19:10:00",543,58,44.46817,-50.27583,2009,230,"3","3NC",27,1040,82,3,14.3333333333333
"2306",2306,100159037,60,"J09-0406A","2009-06-22 16:00:00",275,57,44.61133,-50.29883,2009,213,"3","3NC",27,1040,99,21,30.5714285714286
"2307",2307,100159038,61,"J09-0406A","2009-06-23 17:40:00",782,66.5,44.11467,-50.7435,2009,203,"2","3NC",27,1040,277,7,27.5714285714286
"2308",2308,100159039,62,"J09-0406A","2009-06-23 15:27:00",592,63,44.10883,-50.64,2009,202,"2","3NC",27,1040,162,2,9
"2309",2309,100159040,63,"J09-0406A","2009-06-23 13:48:00",471,65,44.12917,-50.5845,2009,207,"3","3NC",27,1040,121,1,16
"2310",2310,100159041,64,"J09-0406A","2009-06-24 18:33:00",869,75,43.96783,-51.36933,2009,209,"3","3OE",27,1040,108,0,NA
"2311",2311,100159042,65,"J09-0406A","2009-06-24 16:24:00",672,79,43.84267,-51.459,2009,223,"2","3OE",27,1040,126,0,NA
"2312",2312,100159043,66,"J09-0406A","2009-06-24 14:13:00",465,77,43.8005,-51.30583,2009,219,"3","3OE",27,1040,132,0,NA
"2313",2313,100159044,67,"J09-0406A","2009-06-24 12:37:00",339,75,43.74233,-51.25867,2009,221,"1","3OE",27,1040,178,0,NA
"2314",2314,100159077,33,"J09-0406B","2009-07-03 15:30:00",278,471.75,43.50133,-52.026,2009,214,"3","3OE",27,1040,16,1,20
"2315",2315,100159238,1,"J09-0306","2009-06-09 16:15:00",372,63.25,44.94933,-65.41867,2009,340,"1","4XR",49,510,6,2,25.5
"2316",2316,100159240,3,"J09-0306","2009-06-09 21:27:00",552,76.75,45.05467,-65.31067,2009,347,"2","4XR",49,510,16,2,16
"2317",2317,100159242,5,"J09-0306","2009-06-10 01:15:00",741,71.75,45.07183,-65.2355,2009,345,"1","4XR",49,510,1,2,41.5
"2318",2318,100159244,7,"J09-0306","2009-06-10 18:03:00",358,174.75,44.4545,-66.33367,2009,334,"2","4XR",49,510,2,0,NA
"2319",2319,100159248,11,"J09-0306","2009-06-10 23:45:00",477,117.5,44.23083,-66.576,2009,332,"1","4XR",49,510,0,5,17.6
"2320",2320,100159250,13,"J09-0306","2009-06-12 15:07:00",426,145.75,44.15017,-66.76117,2009,331,"2","4XR",49,50,8,1,26
"2321",2321,100159252,15,"J09-0306","2009-06-12 21:02:00",641,167.75,44.01867,-66.9175,2009,330,"2","5YB",49,510,10,1,7
"2322",2322,100159254,17,"J09-0306","2009-06-12 23:56:00",668,113.5,43.966,-66.62817,2009,329,"2","4XQ",49,510,1,4,20.75
"2323",2323,100159256,19,"J09-0306","2009-06-13 16:44:00",390,103.25,43.86083,-66.708,2009,328,"2","4XQ",49,510,3,10,15.1
"2324",2324,100159258,21,"J09-0306","2009-06-13 20:42:00",442,145.25,43.80317,-66.89917,2009,327,"2","4XQ",49,510,17,1,20
"2325",2325,100159260,23,"J09-0306","2009-06-14 00:26:00",564,137.25,43.74467,-66.942,2009,326,"2","4XQ",49,510,11,2,9.5
"2326",2326,100159262,1,"J09-0307","2009-06-17 16:10:00",370,602.25,42.771,-63.352,2009,353,"1",NA,37,1000,31,11,20.1818181818182
"2327",2327,100159263,2,"J09-0307","2009-06-17 20:00:00",550,210.25,42.8115,-63.29717,2009,352,"3","4WL",37,1000,89,3,10
"2328",2328,100159265,4,"J09-0307","2009-06-18 17:20:00",365,537.75,42.78333,-63.12,2009,123,"3","4WL",37,1000,9,9,15.7777777777778
"2329",2329,100159266,5,"J09-0307","2009-06-18 21:20:00",560,530.25,42.785,-63.04,2009,132,"3","4WL",37,1000,10,4,22.25
"2330",2330,100159267,6,"J09-0307","2009-06-19 01:30:00",765,551.5,42.78317,-62.97033,2009,159,"3","4WL",37,1000,4,4,17.25
"2331",2331,100159268,7,"J09-0307","2009-06-20 00:50:00",800,546.5,42.81233,-62.6985,2009,144,"3","4WL",37,1000,21,9,19
"2332",2332,100159269,8,"J09-0307","2009-06-19 20:15:00",380,589.25,42.86067,-62.37733,2009,146,"3","4WL",37,1000,10,6,11.8333333333333
"2333",2333,100159270,1,"J09-0308","2009-06-15 14:17:00",375,560.25,42.76433,-63.8125,2009,62,"3","4XN",46,NA,36,0,NA
"2334",2334,100159271,2,"J09-0308","2009-06-15 20:30:00",625,577,42.76517,-63.52483,2009,61,"3","4XN",46,NA,25,6,8.33333333333333
"2335",2335,100159272,3,"J09-0308","2009-06-16 14:20:00",377,154,43.0675,-63.16533,2009,83,"2","4WL",46,NA,50,0,NA
"2336",2336,100159274,5,"J09-0308","2009-06-17 14:07:00",364,99,43.22217,-62.53367,2009,139,"3","4WL",46,NA,3,53,8.49056603773585
"2337",2337,100159276,7,"J09-0308","2009-06-18 22:47:00",2152,92.25,43.47717,-62.50067,2009,76,"2","4WL",46,NA,4,102,9.6078431372549
"2338",2338,100159277,8,"J09-0308","2009-06-18 16:05:00",377,146,43.502,-63.06033,2009,60,"2","4WL",46,NA,61,0,NA
"2339",2339,100159278,9,"J09-0308","2009-06-18 19:32:00",518,231.5,43.56417,-63.02333,2009,154,"3","4WL",46,NA,43,1,16
"2340",2340,100159279,10,"J09-0308","2009-06-19 14:08:00",363,212.75,43.6305,-63.20183,2009,127,"3","4WL",46,NA,52,0,NA
"2341",2341,100159280,11,"J09-0308","2009-06-19 16:58:00",493,133.25,43.70067,-63.22217,2009,82,"2","4WL",46,NA,44,3,8
"2342",2342,100159281,1,"J09-0309","2009-06-17 15:16:00",424,97.25,42.80417,-65.07067,2009,6,"1","4XN",17,1020,34,9,12.7777777777778
"2343",2343,100159282,2,"J09-0309","2009-06-17 18:42:00",522,102,42.74067,-65.36433,2009,51,"2","4XN",17,1010,25,16,8.375
"2344",2344,100159283,3,"J09-0309","2009-06-17 21:30:00",664,101.5,42.73833,-65.29917,2009,50,"2","4XN",17,1000,34,5,9.4
"2345",2345,100159284,4,"J09-0309","2009-06-18 15:05:00",415,93.5,42.95567,-64.8335,2009,27,"1","4XN",17,1000,15,5,6.2
"2346",2346,100159285,5,"J09-0309","2009-06-18 18:06:00",484,105.75,42.99883,-64.55817,2009,17,"1","4XN",17,1000,36,14,6.85714285714286
"2347",2347,100159286,1,"J09-0310","2009-06-18 14:58:00",418,91.25,43.2045,-64.25883,2009,25,"1","4XN",13,1000,9,3,6.66666666666667
"2348",2348,100159287,2,"J09-0310","2009-06-18 18:53:00",570,98.5,43.35333,-64.20017,2009,58,"2","4XN",13,1000,6,7,5
"2349",2349,100159288,3,"J09-0310","2009-06-18 23:57:00",750,133.25,43.43083,-63.91183,2009,53,"2","4XN",13,1000,11,12,6.33333333333333
"2350",2350,100159289,4,"J09-0310","2009-06-19 14:37:00",397,132.25,43.14633,-63.71917,2009,54,"2","4XN",13,800,20,4,4
"2351",2351,100159290,5,"J09-0310","2009-06-19 18:17:00",519,179.5,43.2925,-63.72867,2009,22,"1","4XN",13,800,48,11,6.09090909090909
"2352",2352,100159291,1,"J09-0311","2009-06-18 15:41:00",367,136,42.89133,-65.484,2009,38,"2","4XO",52,1000,8,1,19
"2353",2353,100159292,2,"J09-0311","2009-06-18 18:20:00",463,128.25,43.024,-65.54233,2009,44,"2","4XO",52,1000,212,0,NA
"2354",2354,100159293,3,"J09-0311","2009-06-18 20:16:00",546,101.75,43.05233,-65.63267,2009,47,"2","4XO",52,1000,139,0,NA
"2355",2355,100159294,4,"J09-0311","2009-06-18 22:44:00",643,86.25,43.12133,-65.739,2009,1,"1","4XO",52,1000,24,3,8.66666666666667
"2356",2356,100159295,5,"J09-0311","2009-06-19 18:00:00",363,147.75,42.301,-65.73517,2009,29,"1","4XP",52,1000,21,3,9.66666666666667
"2357",2357,100159296,6,"J09-0311","2009-06-19 20:25:00",441,221,42.23467,-65.67467,2009,28,"1","4XP",52,1000,27,0,NA
"2358",2358,100159297,7,"J09-0311","2009-06-19 22:23:00",525,226,42.233,-65.7435,2009,24,"1","4XP",52,1000,25,0,NA
"2359",2359,100159298,8,"J09-0311","2009-06-20 00:38:00",612,241.75,42.22617,-65.87483,2009,14,"1","4XP",52,1000,10,1,17
"2360",2360,100159299,9,"J09-0311","2009-06-20 15:29:00",364,110.5,43.03133,-66.04267,2009,16,"1","4XO",52,1000,142,0,NA
"2361",2361,100159300,1,"J09-0312","2009-06-24 16:30:00",410,376.5,42.52117,-64.55133,2009,21,"1","4XN",37,1000,38,2,24.5
"2362",2362,100159301,2,"J09-0312","2009-06-24 20:30:00",570,438.5,42.45133,-64.70717,2009,43,"2","4XN",37,1000,131,7,10.7142857142857
"2363",2363,100159302,3,"J09-0312","2009-06-25 20:00:00",555,113.5,42.40933,-65.28667,2009,34,"2","4XN",37,1000,23,7,7.71428571428571
